Text,Label
pongya media yeun yeun lay whas whas kant sushant singh open and shut open and shut mark mark clear cut murder hyav kuthe lapoon basla ahes,1
ingraji december raatra marathi bhaashik saajra karayla ekach tablevar samorasamor baslet have small suggestion aapan parakiy bhasha bolaychi nahi vagare vagare randeycha ingraji bhasha aantarraashtreey,1
maichya navryacha jhali vajavli visarla godsechya avladi bhadya,1
ambedkari chaluvaliche teen tera vajavnaraya manasthitichya lokanna ambedkari samajane saheb saheb bolun shubhechha dene khairlanji kharda sonai bansod saglya ghatnanyavar motha mothyaane hasne laja dhara barachyanno,1
ithlya madarchod vyavasthela bhiti vaatte ambedkaranchimhanun chapri bandh,1
chuk phatlelya condomchi,1
jhali dev karz hoon naye jhalach zhak maarun tumchyakade yeun,1
mamachya mulichi virgin pucci,1
bhajpa neech kapti paksha nem nahi,1
tula chaataychi savay chaatya lavda,1
madarchod fadnavis,1
bhikari khandekar team laja veshila tangun report tayar aadhi kadh mhava report kuthe ghalun thevle asatil,1
aryan khar hathi dalali ghetalis kutrya bhikkar patrakar,1
kunach tonda khadankya,1
saglya haramkhoran badhal bolat madarchod kuthalyaka paraticha haramkhor rashtrawadit,1
chhatrapati shivaji maharaj vitambana chhoti goshta madarchod,1
rawan chalpati barobar yuddh patkarli majordya karus jadhosarkh maafi nahi magitla kachra jadhos,1
chamya landya gadhdya nalayka kutrya u know,1
chutyanaand padalkar,1
bhokya nijav ducho bhagat,1
murkhan vishay badaltoy uttar badgya partycha laachari karto jynni aaplya mulibahini musalmanala dilyat,1
daru pinare evadha chakna zhodtat madarchod,1
share bhekad hech chivsena,1
tuzya sarkhe akkal nahi maazhi dusra vakun baghun hech karayach swatahcha naav aadhi zhavadiya duniyadari shikav bapache izzat thev zhaatu mathya gharachyana karz fedav nahi lagtat upatsondya kuthla basla manus savarabawara,1
pappu rahul gandhi anek varsh launch karus indira today kide naveen cartoon,1
kutri fake patta bandhun bhuktat malak ghari basun bag detat,1
bhavapurn shraddhanjali kruarkarmyanna ithe bharatat visheshatah rajasthan gujarat mumbaipat madar karanare bhikarachot baaher ithlya tapaas yantrancha durdaiw aankhi,1
joker tushar bhosale balishpane mukhya palkhya suru karanyachi maangni kartoay,1
padalkar binkamache saand danve,1
taklya samajane nahi,1
bjp valyanchaa baap shah rukh tumcha satya navhati tevha paasun rahili twitter gund aapatoon honar nahi yogi kutri olakhat navhati tevha shah rukh khar ddlj chitrpat saglya jagbharat pahila obama yeun naav ghto tumcha laayaki zhaatu lokaano,1
mumbai mahanagarpalikechya niwadnukit bedkank baaher marathi asmita marathi manus vaigere oradat,1
sarkhya haramkhoranna deshatoon haklanyapeksha chaukat ubha karus chabkane phodla pahije,1
yedyabhokachya shivya kashala deto gharat tujha chhinal mhanun marato zhavanya,1
bullya barobar lagla,1
tumhe sarkhe sagal tumhe sarv biscuit patrakar nawab chya gharich sadhya mukamala wajta,1
bmc electionchya tondavar mumbai gatarichya paanyat ubha rahul shenicha bhakas karabhar lokanchya nidarshanat aanun detana aamu sahebanch gambhir vishayakade jatina vedhun ghenasathi vahinisahab svatah pahani martana kshan,1
veglach chutiya veglach chutiya giri,1
maharashtra chya bokandi gujarat sod lagtat tumhala bjp taatakhalche madar zhaleat chalat tumhala,1
nathyaz kharab mhrd asahy vyaktiwar chalavlya nasatya nathyacha gandhi jiwar chalavanya palikade itihas sang mathya mate mathya bhagwa haramkhor madarchod,1
dhoka tich loka detat dhokyane paida zhalit,1
layakit fawadyachi bag khurchi milun upayog nahi gharat ch aadwa padlay,1
amruta tainni svatah aayuktanna karus karvaichii maafi kuthalyahi gallitlya bhavi khangresi nagarsevakane takrar laghach karvaai ithe tevdhi tatparta nahi,1
aadhich ukirade huṅge tumhe novembara svataḥchya bapala maarun teen teen bag chadhavun ghetlet baichii lugdi dhuvat laal chaatat zhaatbhar yuva netyachya gund dhunyet aayushya ghalvnaar bapala sang digrya chulīt shala svataḥchi buddhi nahi fawadyan bailyan mhane taṅsa,1
modinche lande bag yenarch chutiya kuthche,1
shena gaddar tatha lacharancha paksha mandali valse phadanvisanchya charani padik varasa italian baiche zhage dhutayet,1
sanjya hijda handga kuthla,1
bochya aamhii bangadya ghatlya aamhii hindu,1
narendra modi yanche najayas avalad manleli mulgi murkh nalayak kangna ranawat baiche dekhil janm madhe asava narendra modi kripemulech madhe svatantrya milale mule shariravarche kapde kadhun numaish karus padmashri puraskar ghene yalach khaki bhik mhantat,1
gokhale saheb abhyasu ladhvayya manus garal okanyarya sanghotyanna muddesud bhidnara,1
sarv vagare sarv bakwas tumcha svartha hathi ashya rajakarni alas mafia milun anatat sarv janetala dekhil kalale chachanya karne bandh kaka laghach sarv osrun tumhe haram khol loka karnaar nahi,1
taklya jaun seemevar xxx ghaw tikde nako lolu jawanancha apman karus nako,1
tuzya malak pappu malkin mayno jantu oxford madhe shikale,1
zhavadiya tuji bayko kamathipuriyat ubha rahul tula poshte bag,1
bhrashtachar ajun benchod ithe account jama karayla akhha ayushyat jato,1
kuthe neekchi bayko mhane muslim dharmaat striyanchaa sarvat samman kaylyaa jato yanchyapeeksha neech loka nahiye kuthe,1
ghanta kaka svataḥchya khishatun bharpai karalnar ayushyabhar landya labadya karus svatahche natewaikanche khise bharun ghetlet best gaadyanchun nuksan bharayla nuksan bharayla tumhe amha sarkhe samanya janata hech,1
mumbaiatil gatarhuge tatdine nagpurla ravana,1
managerchi zaga saatvi gel dhekalya chal nigh ithun,1
uparashtrapati haramkhor hotasach rajkaarni ghatlya thralas,1
purogamyancha dalindar savay purogami circles kadhun aslele vichar svatah svatantritya shahanisha kartat aplese karne siddha satya thatat aankhi pudhe firavane,1
landya aamhii baghun gheu aadhich ardha ajun kuthe ghalto,1
sagle tuzya sarkhe pallele astat baba vasadya,1
zhavnaya aadhi mahiti kadh bol favadya sarkhya zamini svatah hathi vikta nahi ghetalya,1
phadnavis tumhe velevar karwai kartat kes bandh uttar baki humble shabd tumchyasarkhya maajoradya vyaktitala shobhat nahi,1
tumhala khup ushir club madhe yaila bhikarchota,1
bhadya patil bhrastvadicha dal chaatya,1
chinchichi aulad,1
sandas saaf karanare kutrya sarkhya bhukanarya lokankade mumbaikar nahi yenar shivsenach,1
tyanchakara jyanla deshache bhadkhau budve kanda mahagala bonblatat matdanala firayala,1
saheb kendratoon fekula maharashtraatoon tarbujyala haklun lavda karan jenvha feku zhalay tevha deshat maharashtraat sukhi samruddhi nahi rahili,1
konahi bakwas aarti tumhe tatparteene gambhir aaropi vagare mhantana neteyahi bakwas channelhi bakwas,1
fake godve gataa neech vyakti siddha talve chaatanare neech aastil visheshan lavun akkal naslyach jaher kartat lachar loka,1
ramazan chya mahinyaat muslim samaj evadha hinsak hotoy sambhajinagarat kartavya bajavanyarya teen police bandhavana zakhmi dgadfek kartat samajkantak,1
ramzanchya mahinyaat muslim samaj evdhya hinsak hotoy sambhajinagarat kartavya bajavnaarya teen polis bandhavana zakhmi dgadfek karataat samajkantak,1
hijadya tujha number khup aavadto,1
tich mulgi ghanerade reels banvaychi,1
aizvadya tujha aicha daana tujha aagari mhatre naav tujha baapane ghatyanchyat thevlay aighalya konahi avlaad vicharun ghari chutmaariychya,1
kamlichya daarat kutri mhanun aukaat bhadkhau kutri mhanun prasiddh aslelya shelaradyani aadhi swatachi layakit tapasavi,1
krushipradhan deshat maharashtraacha punjabcha shetkari vegla kontya pustakat vachale yedzvya shetkaryancha vijay sampurna deshache vijay chapri maarun gulanya kelyavar vaatnar,1
bhikarchota bhadve aurangjebachya avlaadina uravar chya mhanava chhatrapatichya putalyachi vitambana kartat,1
पार्टी चे नालायक चाटू कार्यकर्ते आहेत चे,1
aighalyane gund vikli vakun paise raddi jhali paise gund yeda jhali favadya,1
zaga aukaatit rahul bolat dolyatla sher kadhun mhun zaga naalayaka,1
anokhya paddhatine saajra karnyachya nimittane shaalanna aamantrit jyamadhye vidyarthyanni kant tukaram nakar metro sthanak pratyaksha metro gadicha anubhav ghetla,1
khalistani bhadvyapeksha pakistani bare pakistani shatru,1
purna samjanar nahi tarapn hyanchyat himmat aaplya dharmavar chitrpat banvnyachi lokahi tyaanna sath yetaat bhikarchota bollywoodwale kasli milmilit bhangar chitrpat banvtaat,1
haram khol neech lokanch satya aslelya rajyat fake block nirbandh yanchyashivay dusra asnar,1
tochi bhakt jaanava bandh bhakt olakhnayachya sopya paddati,1
nakkich betal vaatnar vaktavya samaajat chaku aslelya chukichya bedhund bedarkar majordya kharda asnarya vastusthitimule chidun ragavun baaher pakdla,1
bhenchot bhagunya muddyanvar ghaw tuzhi,1
dushman dushman dost aplech chyutya,1
satya itka peshve hanle padale auladila pachayla jhad jaat karnaar,1
aizvadya number block maza gandit bol dakhvto tula bhenchot,1
facebook pucci milavun dili,1
jhatbhar phatlayavar manus tuzhyasarkha disto,1
bhenchot komtyani railwayche paise yavarshiche shatt railway yet lavkar,1
hijadya dukarachya potachi paidasa,1
bhenchot paus garth pavsalyaat nasto nisargachya vatthol vattya tyapeksha speedne lavkar lavkar apurn ichcha apurn karus chya pottyo,1
tyaanna disat nahi jaativaad sampalaay bindok tajn lokanch,1
kfc valyani vinakaran ghalun ghetliy,1
ghanta nawab maulik kutri vicharta evdhe purave courtat jaat nahi lokanna chutiya banayche divas sampale kaslya batmya fake sarkhya huzryanna khush karnyasathi astat,1
binkami loka ardhavat ravachi chatayla gelet,1
viman nakar ajibat swachh nahi roj roj naveen atikraman footpath chalvayla jama nahi,1
valyache karalnar tumcha sattechi masti yetya nivanukit nighel,1
madarchod daru ganja vakun sodun,1
tumcha bapache dev karus tumhe jaativaad asprushyata kant benchod manusala manus samja,1
sarkhya khotaradya manasakadun kaslya apeksha thevta khatara ac buses aheun bestch nuksan siddha paise khaun chotya buses aheun bestch nuksanch velevar pagar kartat yet nahi karaycha dekhil nahi mhanunach bestch vilinikaran nahi,1
modi sarkaracha navane video viral lokanna sopya lavda,1
dnyaneshwar pomane chata amchi bullya barobar senchi chata kutrya tuzya ghode lagu,1
sodlelya manasanna modibhakt mhnatat zombibhakthi mhnuch shakto,1
corona virus mhnala alphabetic order mansa marnar tuzhi majh akhha naav zhavnayamhnat,1
zhatugiri karsheel pratyek goshta gandit tuzhyakade,1
tuzhi mayla vichar konahi avladi bhadkhau bhenchot,1
zhavadiya reply,1
zhavadiya badalna tyabadal bol hijadya,1
por chyutya baap chyutya,1
islam islam karan mool kapnare bjpch fake musalman navhe virodhkanna tumcha bhamaṭya sahebch sunta karus aaplya baayka burkhyat firvayla gel lagnaar nahi brigedi ahetach islam bahujan samatecha charm sangayla,1
bahinichi seal pucci,1
yz pratyek gostit charm shobhat astat dokyat sher bharlela,1
zhavayla detes,1
pucci layki khar,1
tuzya kautuk nako sang mahitey tuzya naav zhavadi rahulya baap sikha,1
peshvechya avladi gai bolayla ghabarat yaila baap bolayla ghabarat,1
madarchod lavda basun aighalya,1
murkh kuthla chhatrapati shivaji maharajanchya dolyadekhat apman swatal vanshaj mhanvanara mantripadasathi apman sahan karnaryala mhanava chhatrapati shivaji maharaj balasaheb prashna vicharnya paksha maharajanchya apman mhanun rajinama aadhi murkh kuthla,1
loka astat vaparlele thand gloves parat nit karus viknyachya tayarit manuski kharach jitki neech pravrutti fake paishansathi,1
bapala burkha bibikade shikvani lavli pahije victim card khelne moral victory sajri karaycha tichyasarkhya kadunch shikale pahije nahitar aakhkhi rajyasabha ceat jail moral victory sajri karaycha rahunch jail,1
nakki chata mathya chamya tikekar barobar sangtil,1
bjp modinche chategiri karnyat ibn kalyanchya kuni daru shakat nahi,1
punha yeina bandh vatate tich mukhyamantri,1
kalavantala jatdharm nasto bhenchot saglikade charm nasto nasto fake dahshatvadala,1
pratyek boyfriend manat ekach goshta chaku girlfriend bestfriend saglya motha madarchod manus hyala ekdha kaka bhārat sarkar,1
cpim dal vakad mhnatat bagha aaplya sarkar chya bazune bolne sodach cheen badhal nishedacha shabd nahi,1
maza aajoba singh madhe jama maza yevdhan sanghala padun bolat nasal maza evadha nalayak singh tavalikadht nasal mafiveerandhbhakt hech manufacturing default,1
haramkhor chutiya maut ughda dola chata nit abp maza,1
gadhvala gulachi dhav gulamanna pappu shivay chavach chalaychch,1
ithe yedzhav dev karz tuzya gharat nashedi hovo,1
tuzya ghari pahila bahin nahi chhapari,1
udvun,1
chotu nahi beduk dola tich aaukat siddha sampleli,1
hijadya nawab maulik sher vakdi,1
sanyukt maharashtra hathi ladhlele hazaro loka balidan dilele hutatma bhadkhau apman martoy,1
obc netyanno samajanno tumhe rajkiy aarakshan kadle tumhe dharmik gulamgiri mule gandit sheput ghalun basla tumcha pravarticha jaher nishedh karto,1
bag meera cut jhali meera nahi tich third umpire tich batting karnaar yedzhavya sarkhe niyam,1
lachar maharashtra varche lokshahit nebhalt netrutvaavar vishwas thevta jato maharashtraat maharashtra varche lokshahit sarvat yashasvi mukhyamantri devendra fadnavis baiche sagle rahulya basun meherbanine,1
vachun rajas shivchhatrapati vachla lafdi ch vaatnar pratyek olit lingpisat lokanna haram bidigrady,1
bhadkhau jaher nishedh,1
zhavayla,1
patil fake modinche chatil,1
evdhe bindok mantri aayushya pahila navhe,1
secular bjp netyanno pramanat chavla nasen sodun faltu bashkal badbad bandh kaka,1
chukichya afwa pasravnara video vakun swatachi mumbai police mukhyamantri karyalay gruhamantri virodhipaksha netyanno apeksha paksha chom merkhed saheb,1
tuzya malakala bolayla sang godve chata laal chata hijadya,1
loka hyanchyat kshetrat khup bakichy vishyan baba yanche gyan makada sarkhe ignore karaycha,1
hech parat march gandit shirun demu kaka,1
kranti aicha krantikari nagde karus hanle pahije bear chowkat,1
swatal vegale kuni khandanikhor police adhikaryala bear vidhansabhet pathishi ghalnare gruhamantryana farar tumcha sattechi masti dadpashahi nahi brasht pawār khandanavar karvay mhanun dadpashahi athvali,1
chutiya hech favadya penguin roj nashta sonu u khato tumhe shelar vadapav chata hagun taklela,1
vhele shelar mumbai chya mahapaur kishori pednekar badalu aksheparh vaktavya kelaan tevha bjp chya pahila gatarchap bhasha vaprnarya support kant,1
patrakar bhadvegiri kapnare nighalet chyutya ingrajancha kalat patrakar janateche prashna sodvayche atacha patrakar thondt deil tyachach khar nighalet,1
gapp chata,1
nahi ghetlich navhati fatlelya condom parinam,1
zhawya tuzhi apurn naav zhavun vatap kunkunakhali zhopli,1
murkhan tula fake revolver rifle evdhach disali sang varshat sampattit fake lakh rupyanchi vaadh tuzya malakakade kotichya sampattit kuthun stroth sang thakare pawār natavakade kartat korodochi sampattit,1
bhadhkhavu chori brashtachari amchya navryacha jivavar sanrakshnat firto jama lavkarach dakhavu,1
zhavnaya bapala shikvanar zhavayla,1
kashmir prashnavar satat bhadkhau comment maranara bhārat dweshi imran khar pakistani pradhanmantri jhali bhārat pakistani sambandhasathi nishchitach hanikarak,1
khaas chakram chango sarkhya buddhibrasht lokansathi,1
naughty haramkhor chutiya yanantar charm chanda lpg game hijadya samor,1
lachkhor navryacha bayko dusra lachkhor navryacha baykola adhar aaj taklya dusra taklyala yogayog,1
mughalanchya avladi sattevar mhatlyavar anki honar aahe⁉️,1
kuthla shala shikalele baba subsidy yeun lokanna swast ghayche desh bhikela lavaycha swatal sangayche bina subsidycha dhav dhav aajcha dhav mark dakhva baba,1
chaman mughalanch,1
lokmanya tilak,1
karto ratalya hajarat nokri tihi asuvidhapurn,1
ugach shakhevarcha chaddichhap vinod karus nako balanbalahich hasu yet nahi,1
adich tichya pucci tuzya aicha pucci aicha vishay chaku asatana savarkaranna madhe ghetos,1
somayya navhe madhe bolat asava nashecha bahana karit asava nashedi manasachya nahi rahat lakshat,1
tumchyakade kapde sadhya kaslya panchat goshta paksha dusar bolayla nahi mhanun chalvayla bhikarchota chaludaya lalchatya gulamanna,1
zhavadiya masti madarchod,1
amravati nanded malegaon yethil prakravaarun hinduni samjun ghyave aaplya pathimage kontach rajkiy paksha nahi bjp babtit nebhulat shandh congress rashtravadi ch aaplya bajus nahi shivsene range badlavla aplyach rajyat bahushankhya ajun,1
kangna riya batmi lagech channel badlun kami kaka bagha zhak maarun deshache gdp shetkaryachya samasta marathi aarakshan mahatvachya vishayavar batmya dakhvatat,1
bhaktanna mendu kami nasto sangital u nahi chocolate lagech khar samjun khatay farar evdhach bjp arnab bolayla chatil kadh haramkhor naughty sangital vishwas nahi,1
kangna chakram banli nahi tinan sarvana chakram banvalay rashtra badalu swatantry sainikanchya badalu rashtrapurushanchya badalu bhārat deshatil jantela abhimaan nahi mhanun ashi vaktavya kartat evdhya hounhi sarkar tika mental hospitalmadhe dakhavat nahi,1
hyache purvaj kapalal maarun mhent aastil sarvapitricha amavasyaala janmlela disatay khol zhakal majli aamhii sarv pantpradhan jhali kuthe neoun thevlay gharat aamch,1
satya kelyavar bhavishya pahayachi chaloo wataty deven bhau aheun bag shejari,1
bochya vishay badalu nako sangitalay tondatun sarkar bullya satya bag nantar maza kalji,1
tumcha sarkhe kutri maharashtraat nahi,1
sampadak bag thackeray sarkarane takle hila kontach loka chalala thophanchi salami,1
chutiya kartat jaun sidh,1
marathi asmita sahan thevle congress ncp kide nako shikav nako aamhaala nond gapp thev divas ghanerade agralekh lihayache asatil sanyam shivsenik,1
sod dhongi khalistani bhadavyanna shetkari thravanyacha kuthalya nakki shetkaryancha navakhali maharashtratil dukandarana lutanyach chaku icecream gheu kurkure gheu faltu saglya,1
aapan mantri jhalyapasun ekatari shasakiy jama aaplya khatyamadhi bhagli gelya watli pahije apalyala saheb,1
chukich panchat like yet roj tujha evdhe like bhetat asatil,1
addhavyya maharajanchya madhe gheu rajkaran nahi hathi sarv sarkhech samajla,1
pakka dukkar sarvanchya twitkhali aaaaa karus nasto,1
mitkari svatala pharch motha samto ghamandi number bolto bhashanala muthbhar loka tajya vajvitat khar motha nahi,1
abba magta khalistanvadyanna pathimba dyayla alas bagha dalbhadkarankade yavarhi lambachhod uttar aselch by waya sanghotyanna javalpasahi phirku denyayevdhe sujnya shetkari bandhav ahetach,1
nashedi sarkar kuthalya kuthalya margane lokanna bhikela lavda yanche jiv chya,1
hyala sagal dakhkhanat datkhil kaka amchya sushant sagal mhanla tujha khandan sagal madarchod uddhav thackeray chamcha,1
chabkane fodle pahije sattadhari netyanno agdi rajaskat,1
madarchod patil id vakun jalphalath tujha bag asach samor ladhlach nahi gandu,1
bjp saglya neech paksha khar mns fakta bjp sobat yuti karus naye milale,1
yethe zhak maarun lagtat ch layki,1
tujha akhha aayush thackerayavar garal okun shivsenikaan kadhun phatke khanyat gelya thoda thambu tula okleli garal tula lavkarach chataavi laganar,1
utkyach bolnar performance haan manus mhanun khup neech shadyantri kapti,1
exactly corona chori mafia sarkarsathi sankat navhe sanghi chori kaka coronavirus bhitikhali dabun,1
maut mamichi puchchi zhavli u bag,1
chata media waleudya aryan lagla khatilmoot,1
sanghi bhakt lokanchya shivyakhaycham padun naye mhanun congress mandle jhali yeun laptaat,1
kharab dola hanla… pahije bhasha hyala dola dola tumchyasarkhya sanghotyanna khar dola pahije,1
nahi haardik palputepana virodhat nako mhanun ghaneradya mahavikasagadi ghanerade dhande chalavle rachayita mukhyamantri changle karanare loka nako ulat ghotalej karanare vasulya karanare paise maganare nete have hech mantri,1
ekhadyala motha dakhvanyasathi kahanya vachun prasiddh karnyachya mughal sultananchi itihas lekhanachi paddhat saglya khangreeshi purogami lokanna purepur pudhe chalavle siddha paramparetla,1
upatayachay apat raghu tuzya,1
ruju naav chaman lavda thoda,1
vasadyanahi tuzya manachi ghalmel samzali,1
chaate zhawya,1
shiv seva maharashtra nahi tasech praveen darekar maharashtratil jantu nahi vasuli valya nakki shenkyansobat jayche tumhe javi bjp tun rajinama yeun,1
nahi utkarsh kontya angle tushar vatto gharat anya basun ugach faltu giri,1
aighalya madar regiment visralas,1
satya maharashtra kalale madarchod hathi maharashtra tun prachar hathi jaanare yejlzhave nete,1
tumhe balasahebanchi maafi magan gaddaranno,1
chata zhaatu,1
tuzya mitrala kutri bolali hasates️,1
haach kalatondya jachyamule aaj marathi bandhavana baliadaan dyave lāgle morche kadhave lāgle jananna jailsmadhe lagla aaj sangharsh karava lagto,1
bhisadichya tula phasi lagate madarchod tuzya balatkaryamadhe farar nahi madarchoddanno baghitli tumcha wat ajun pahatach wat nirbhaya kes madhe satya wadi madhe dum mohan nirbhaya kes madhe phasi mhanun nahi mhanarnar karan gandit dumatch,1
sarvat vait konitari sakali dokyachi zhavun jaane,1
ekandar murkh lokanmulaych bag sampel ekdivsiy lihun thev,1
rataalyacha chaatya aaj doghanmulech sarkārne sampakari karmacharyancha sakaratmak vichar karayla suruvat nahitar sampkade gambhiryaane paahat navhati tuzyasarkhya lalchatyala nahi karalnar thu tuzya patrakaritevar bhangaarnach kals pramanik,1
bagha marathi loka gutkachhap hindivalyanchi hujregiri karataat lavariss porga konbdi chori id footyasathi dusryanna barlatat boltay vait,1
zhavayla degi,1
kort karyakal baghtal sarv aagari sarkar lafdyat ch chalala,1
bindok comment karnyapurvi kuch nyayalayacha nikal vachalat shevti shenakide bindok bolnar bindok lihinar bindok vagnar,1
kuthalya tondane boltil loka chaple martil,1
chutyas dalali purvipasuncha,1
maza meme svataḥchya navane khapvun logo taknara,1
zhavanya uddhav bolayla sharjeel u madhe kapun basla ithe bjp sarkar tevha tyannich atak karavit jhatya gupchup jababasaathi puneyat bolavto tyachyavar atak warrant,1
chhapari karyakarta,1
asalyah quotes gallitale chhapari pottte raktat,1
sattapipasoo bjp sattet yenyaacha swapna kahanya bandh kaka kuthahi tumcha sarkar yenar nahi,1
sakali media chaatugiri nahi patrakar haram,1
bindok lokho modiji kashiit desh seva karayla gelet,1
rashtriya muslim march ekdam faltu goshta sanghane suru suravtipasun virodh karto itkech navhe mohan bhagwa boltay bharatiya muslim deshbhakt faltu statement,1
kareena faltu heroine tula kutri siddha vicharat nahi tula famous kartat heroine vatayla javi chhakha miltil,1
bhārat mateche rakshan martana balidan denara suput katve jyakade media baghitli siddha nahi ganjedi lokanna bhikarchota media banvalela hero aryan maulik aaj jevachi,1
khangreeshi bhaang khaun card gund public charitable trust vidyaman bharatache pradhan mantriyachya adhyakshatekhali rajiv gandhi foundation national herald madhe bed aslelya soniarahul zameen ghotalej wadra inx media ghotalej chidambaram dhara chalavila jato,1
benchore bapachya bapachya paisatun nahiin alas pravakta haram abru bullah,1
tomya patrak nit vach aayushya lochatgiri thapebazi kant,1
mardachya avladi sattyachya wadi basun pratiprashna karataat,1
zhaatu tumhe ghanta zaga bhau sambhalun dola rav ithe maharashtra samoril kityek prashna jvalant asatana handga patrakarala kangna ranaut chya twit ch pakdla bikau patrakar,1
chomyano manus navhati dilliit shetkari lokkashahi margane asatana tareche kumpan kuni ghatle shetkari manus navhati chomyano tumhala manasach ghamandi chaate matra aaj shetkaryani nusta virodh naitikta athavli ghamandi karz matra shetkaryani virodhhi karaycha nahi,1
varpasun khalparyant sagle bjp nete mahilasathi apmanjanak chalat vatrat tika karataat ekdivas backfootvar jamin nishedh dusryadivashi samarthan karus vikrut chehra dakhavta tumcha chya baikolacha charchaughat shurpanakha dola rakhi sawant bolun dakhva,1
theradya sanghi kuthun kuthun u that phirishin deshala khanyat takayla kuch jababdar nahi vatap mule,1
aroh jatiyavadi vikrut mansiktechya kirana manke yanchyashi barobar nako,1
tushar bhosale khirit somayya tumhe teen kutri bjp mokat sodlet tumcha bhunkanyacha pramanikpane,1
tumhe sattet basun kaka karwai gandit,1
apalya bhamaṭya lokanna evdhya hoon mark nadat nahi nirlajj jhalet mahashay vegla ghadlay bhaktanna buddhi navacha prakaar nasto,1
mungalya bol sagal kortpan maharashtra drohi,1
chyutya zaga u madhe bhayyancha chatayla sampel zhavadiya bomba mumbai tujha bapanne keleya,1
haramkhor chutiya bhagwa gandu shabd aapatti janak ashlil aksheparh madhe yet nahi chauthya stambhachi manyata aasel amchya nehamichya goli ghashat shabd vapru shakto,1
adhikar tumhe sarkar seva kuthe tujha tarbujachya jhali bandhla karz haramkhor,1
bag kuthe pochalo kuthe vichar kaka lachar gulamanna nahi bhavishya dhungnawar chaddi siddha rahaychi nahi kahich theval nahi yanacha saglya vikli,1
bhosdichya majja amartya deshmukh address sidko sambhaji nakar jagdamba febricators dukaan vichar aanun ghalmel baki number lagla hyala mashan kadhun,1
tujha sarkhe edbhoke bhechhod maharashtra bjp supporter mhanunach lavade lagtat bapache patait nahi lavkar zhavanya sarkajam kalat nasen orkut zhawya,1
bhadvegiri mhanava lagel sabhela gardi jamvanya hathi neech vrat bjp vati pahije,1
gund watli zhavadiya bapala maraychi dhamki deto anil deshmukh jail madhe tuzhi,1
bag videshi mhanun virodh karus punha mantri bananyasathi dal ghotanyarya kutrach siddha tun gaanarya asankhya khanadani lalghotya chavanni chhap chatyanna modinni dhune avdnar,1
piche chhatit chaku hyala chhatit paath yatala farar kalena pradhan mantri ghayche,1
tagda basloy zhavayla yetos,1
bear chaukahat chabkane phodun kadhave pahije hila,1
mhanun tikde rugna sankhye kami murkh lokanch bazar bharato u jilhaat parinam akhha maharashtra bhogto,1
dolye vataraun svatah karataat channelhi batmi baghitli astat neech twit kelele nasto chya paliv patrakaranna aaplya deshapesha chakna sahkari media kharab vatto,1
javalpas prashasakiy adhikar karmachari number laachkhau bhadkhau kamchukar beshist rajkaranyancha kutri mhanun jaganari gataritil kide,1
bharatat rahat ithe jaatiyetela prachand gonzaral jaat aarakshanala naav thevle jaatat jaatiyacha dakhavta bindok kuthe jaatiyata mitva aarakshan hatawa bolanare atihushar loka amchya deshat,1
blue angat tumhe kelele twit chutiya banavu shakat nahi lokanna chutiya reporter,1
